application_id,student_id,org_id,applied_on,status,matching_score,student_projects,org_required_skills,org_required_domains
A00790,S0011,O052,2025-11-01,Applied,0.0,E-commerce website;Attendance app using face recognition,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00791,S0192,O040,2026-03-13,Applied,28.6,Smart traffic signal system;Health monitoring wearable;E-commerce website,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00792,S0260,O044,2025-12-18,Applied,25.0,Virtual lab for circuits;E-commerce website,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00793,S0393,O056,2025-12-09,Applied,16.7,Recommendation system for courses;Predictive maintenance for machines,GCP;Docker;Django;iOS;Figma;TensorFlow,Blockchain
A00794,S0350,O029,2026-01-25,Applied,14.3,Smart traffic signal system;Virtual lab for circuits;Chatbot for student queries,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00795,S0360,O058,2025-11-05,Applied,0.0,Predictive maintenance for machines;Crop yield predictor;Expense tracker app,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00796,S0325,O043,2025-11-12,Applied,50.0,Chatbot for student queries,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00797,S0450,O039,2026-03-28,Applied,0.0,Recommendation system for courses;Crop yield predictor;Sentiment analysis for reviews,React;R;Pandas;PyTorch,NLP;DevOps
A00798,S0120,O018,2025-11-06,Applied,0.0,Automated essay grader,SolidWorks;GCP;Flask,DevOps
A00799,S0255,O031,2025-12-10,Interview,0.0,Recommendation system for courses,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00800,S0082,O059,2025-12-20,Shortlisted,40.0,Health monitoring wearable,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00801,S0009,O027,2025-10-10,Rejected,14.3,Inventory management tool;Energy optimization dashboard,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00802,S0179,O035,2025-10-11,Applied,40.0,Resume parser;Recommendation system for courses,SQL;Django;Android;Node.js;Java,Finance
A00803,S0310,O009,2025-09-27,Interview,25.0,Image classifier for plant disease,SQL;Django;Node.js;Linux,Digital Marketing
A00804,S0294,O047,2025-10-30,Applied,0.0,Expense tracker app;Resume parser;Health monitoring wearable;Crop yield predictor,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00805,S0147,O008,2025-10-08,Applied,0.0,Expense tracker app,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00806,S0443,O060,2026-04-04,Applied,33.3,Predictive maintenance for machines,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00807,S0022,O010,2026-02-18,Applied,14.3,News summarizer;Recommendation system for courses;Attendance app using face recognition;Sentiment analysis for reviews,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00808,S0388,O043,2026-03-18,Shortlisted,25.0,Predictive maintenance for machines,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00809,S0120,O028,2025-11-21,Applied,25.0,Automated essay grader,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00810,S0369,O052,2025-10-29,Shortlisted,20.0,Automated essay grader;Smart traffic signal system;Health monitoring wearable,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00811,S0089,O053,2026-02-26,Interview,16.7,Image classifier for plant disease;News summarizer,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00812,S0341,O049,2025-11-05,Applied,14.3,Virtual lab for circuits;Image classifier for plant disease,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00813,S0194,O005,2025-12-14,Interview,33.3,Energy optimization dashboard,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00814,S0320,O033,2025-09-26,Shortlisted,0.0,E-commerce website,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00815,S0283,O022,2025-10-14,Applied,66.7,Resume parser,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00816,S0371,O007,2025-11-16,Interview,20.0,Smart traffic signal system;News summarizer,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00817,S0390,O055,2025-09-30,Applied,0.0,Inventory management tool;News summarizer,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00818,S0294,O035,2025-11-16,Interview,0.0,Expense tracker app;Resume parser;Health monitoring wearable;Crop yield predictor,SQL;Django;Android;Node.js;Java,Finance
A00819,S0081,O005,2026-03-03,Applied,16.7,IoT-based smart irrigation,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00820,S0436,O010,2025-10-14,Rejected,0.0,Chatbot for student queries;Automated essay grader,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00821,S0089,O051,2025-10-09,Applied,0.0,Image classifier for plant disease;News summarizer,Docker;JavaScript;GCP,Business Analytics
A00822,S0152,O033,2026-03-08,Rejected,66.7,Sentiment analysis for reviews;Attendance app using face recognition;Expense tracker app,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00823,S0058,O046,2025-12-24,Shortlisted,28.6,Crop yield predictor;Recommendation system for courses,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00824,S0446,O028,2026-02-06,Applied,0.0,Smart traffic signal system,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00825,S0256,O026,2025-12-05,Rejected,33.3,IoT-based smart irrigation;Sentiment analysis for reviews;Inventory management tool,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00826,S0054,O049,2026-02-16,Applied,14.3,Crop yield predictor,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00827,S0168,O017,2026-02-09,Shortlisted,0.0,News summarizer;Blockchain-based certificate verification,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00828,S0200,O020,2025-12-07,Interview,16.7,Blockchain-based certificate verification;Energy optimization dashboard,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00829,S0429,O054,2026-03-11,Applied,0.0,IoT-based smart irrigation;News summarizer,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00830,S0407,O025,2025-11-04,Shortlisted,0.0,Blockchain-based certificate verification;Real-time object detection;News summarizer;Sentiment analysis for reviews,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00831,S0258,O059,2026-01-25,Applied,20.0,Health monitoring wearable;Smart traffic signal system,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00832,S0269,O031,2025-11-21,Offered,25.0,Predictive maintenance for machines,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00833,S0267,O021,2026-04-06,Interview,0.0,Resume parser,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00834,S0199,O041,2025-12-31,Applied,16.7,IoT-based smart irrigation;Crop yield predictor,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A00835,S0446,O026,2026-03-30,Applied,0.0,Smart traffic signal system,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00836,S0382,O008,2026-02-19,Applied,50.0,Health monitoring wearable;Predictive maintenance for machines,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00837,S0067,O014,2025-12-04,Interview,20.0,Image classifier for plant disease,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00838,S0058,O040,2025-10-26,Interview,0.0,Crop yield predictor;Recommendation system for courses,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00839,S0224,O052,2025-10-27,Applied,60.0,Energy optimization dashboard;Chatbot for student queries;E-commerce website;Predictive maintenance for machines,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00840,S0099,O012,2025-09-24,Applied,0.0,IoT-based smart irrigation,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00841,S0033,O003,2025-12-01,Applied,25.0,Predictive maintenance for machines;Inventory management tool,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00842,S0130,O035,2025-11-14,Interview,0.0,News summarizer;IoT-based smart irrigation;Blockchain-based certificate verification,SQL;Django;Android;Node.js;Java,Finance
A00843,S0058,O019,2026-03-26,Applied,16.7,Crop yield predictor;Recommendation system for courses,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00844,S0262,O059,2026-02-12,Interview,40.0,Sentiment analysis for reviews,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00845,S0359,O056,2025-10-18,Applied,16.7,Recommendation system for courses;Health monitoring wearable;Automated essay grader,GCP;Docker;Django;iOS;Figma;TensorFlow,Blockchain
A00846,S0442,O040,2026-01-12,Applied,14.3,Resume parser;Virtual lab for circuits,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00847,S0390,O027,2026-02-17,Shortlisted,14.3,Inventory management tool;News summarizer,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00848,S0314,O018,2026-02-14,Interview,0.0,Health monitoring wearable,SolidWorks;GCP;Flask,DevOps
A00849,S0050,O042,2025-10-31,Shortlisted,0.0,Blockchain-based certificate verification;IoT-based smart irrigation,Docker;Flutter;React,UI/UX;IoT
A00850,S0102,O008,2026-03-27,Shortlisted,50.0,Inventory management tool;Real-time object detection,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00851,S0030,O015,2026-01-08,Applied,0.0,Smart traffic signal system,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00852,S0011,O048,2026-03-15,Interview,0.0,E-commerce website;Attendance app using face recognition,Android;Keras;Docker,Finance;Cybersecurity
A00853,S0362,O001,2025-10-05,Applied,0.0,Virtual lab for circuits;IoT-based smart irrigation,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00854,S0480,O013,2026-03-30,Applied,33.3,Recommendation system for courses;Resume parser,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00855,S0173,O013,2026-02-06,Applied,33.3,Inventory management tool;Real-time object detection;Blockchain-based certificate verification,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00856,S0447,O007,2025-09-20,Applied,0.0,Real-time object detection,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00857,S0024,O021,2025-11-04,Applied,0.0,Energy optimization dashboard;Crop yield predictor,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00858,S0454,O034,2025-11-19,Shortlisted,0.0,Crop yield predictor;Resume parser;Smart traffic signal system;E-commerce website,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00859,S0001,O060,2025-12-19,Shortlisted,0.0,Sentiment analysis for reviews,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00860,S0083,O060,2026-01-04,Offered,0.0,Blockchain-based certificate verification;Recommendation system for courses,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00861,S0316,O011,2026-03-07,Interview,20.0,Automated essay grader,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00862,S0393,O040,2025-10-05,Applied,14.3,Recommendation system for courses;Predictive maintenance for machines,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00863,S0204,O035,2026-03-17,Applied,20.0,Expense tracker app;E-commerce website,SQL;Django;Android;Node.js;Java,Finance
A00864,S0422,O030,2026-04-01,Applied,0.0,Recommendation system for courses;Chatbot for student queries;News summarizer;Inventory management tool,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00865,S0125,O055,2025-11-17,Applied,0.0,Energy optimization dashboard;Sentiment analysis for reviews,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00866,S0285,O057,2025-11-11,Rejected,0.0,Recommendation system for courses,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00867,S0257,O040,2025-12-27,Interview,0.0,News summarizer;Crop yield predictor,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00868,S0452,O014,2025-11-13,Offered,20.0,News summarizer;Virtual lab for circuits;Chatbot for student queries,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00869,S0209,O058,2026-03-30,Applied,33.3,Attendance app using face recognition,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00870,S0173,O041,2025-10-19,Rejected,0.0,Inventory management tool;Real-time object detection;Blockchain-based certificate verification,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A00871,S0494,O035,2026-03-31,Offered,20.0,Virtual lab for circuits;News summarizer;IoT-based smart irrigation;Attendance app using face recognition,SQL;Django;Android;Node.js;Java,Finance
A00872,S0207,O012,2025-12-30,Applied,25.0,Resume parser;Blockchain-based certificate verification,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00873,S0127,O028,2026-02-08,Applied,25.0,Resume parser;Real-time object detection,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00874,S0398,O007,2025-09-20,Rejected,0.0,Inventory management tool;Resume parser,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00875,S0098,O010,2026-03-08,Shortlisted,0.0,IoT-based smart irrigation;Image classifier for plant disease,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00876,S0081,O013,2025-11-16,Interview,0.0,IoT-based smart irrigation,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00877,S0079,O007,2026-03-11,Shortlisted,0.0,Sentiment analysis for reviews;Inventory management tool;Virtual lab for circuits,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00878,S0261,O047,2025-11-16,Applied,0.0,Automated essay grader,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00879,S0096,O030,2026-03-27,Shortlisted,14.3,Resume parser,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00880,S0439,O005,2026-02-02,Applied,0.0,E-commerce website,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00881,S0363,O049,2026-03-27,Rejected,0.0,Real-time object detection;Smart traffic signal system;Virtual lab for circuits;Attendance app using face recognition,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00882,S0011,O026,2026-01-21,Applied,0.0,E-commerce website;Attendance app using face recognition,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00883,S0049,O042,2025-10-01,Applied,0.0,Smart traffic signal system,Docker;Flutter;React,UI/UX;IoT
A00884,S0323,O047,2025-12-23,Offered,25.0,Predictive maintenance for machines;Health monitoring wearable,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00885,S0086,O001,2026-03-01,Rejected,20.0,Health monitoring wearable;Chatbot for student queries;Predictive maintenance for machines,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00886,S0276,O034,2025-10-15,Offered,25.0,Real-time object detection;IoT-based smart irrigation;E-commerce website,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00887,S0417,O018,2025-11-22,Interview,33.3,Virtual lab for circuits;Recommendation system for courses,SolidWorks;GCP;Flask,DevOps
A00888,S0319,O009,2026-01-17,Shortlisted,0.0,Attendance app using face recognition,SQL;Django;Node.js;Linux,Digital Marketing
A00889,S0490,O027,2025-10-19,Applied,0.0,Inventory management tool;Attendance app using face recognition,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00890,S0258,O045,2025-10-18,Applied,0.0,Health monitoring wearable;Smart traffic signal system,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00891,S0304,O027,2026-02-15,Offered,0.0,Virtual lab for circuits;Expense tracker app,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00892,S0330,O016,2026-02-05,Interview,0.0,E-commerce website,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00893,S0180,O043,2026-01-25,Applied,25.0,Sentiment analysis for reviews;Virtual lab for circuits,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00894,S0346,O002,2026-03-22,Offered,0.0,News summarizer;Expense tracker app;Recommendation system for courses,Flutter;TensorFlow;Node.js,Web Development
A00895,S0078,O045,2025-12-29,Applied,0.0,Energy optimization dashboard;Sentiment analysis for reviews,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00896,S0357,O053,2025-12-31,Shortlisted,16.7,Expense tracker app;Image classifier for plant disease;Resume parser,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00897,S0392,O011,2026-02-23,Rejected,0.0,Crop yield predictor;Automated essay grader;Attendance app using face recognition,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00898,S0295,O054,2025-10-14,Applied,25.0,Attendance app using face recognition,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00899,S0230,O014,2025-12-07,Shortlisted,40.0,Inventory management tool,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00900,S0304,O037,2025-10-31,Applied,40.0,Virtual lab for circuits;Expense tracker app,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00901,S0115,O039,2025-11-28,Interview,0.0,IoT-based smart irrigation,React;R;Pandas;PyTorch,NLP;DevOps
A00902,S0322,O041,2025-09-22,Interview,0.0,Smart traffic signal system,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A00903,S0378,O020,2025-10-24,Shortlisted,33.3,Real-time object detection,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00904,S0312,O002,2026-01-11,Applied,33.3,Attendance app using face recognition;Predictive maintenance for machines,Flutter;TensorFlow;Node.js,Web Development
A00905,S0244,O010,2026-04-03,Shortlisted,28.6,Blockchain-based certificate verification;Chatbot for student queries,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00906,S0217,O038,2025-12-06,Applied,25.0,Image classifier for plant disease;Sentiment analysis for reviews,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00907,S0225,O037,2026-02-25,Applied,20.0,Blockchain-based certificate verification;Resume parser,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00908,S0012,O036,2025-09-20,Shortlisted,0.0,Expense tracker app;Predictive maintenance for machines,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00909,S0305,O030,2025-12-07,Interview,0.0,Health monitoring wearable,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00910,S0255,O017,2026-02-10,Applied,0.0,Recommendation system for courses,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00911,S0317,O055,2026-02-13,Applied,0.0,Health monitoring wearable;Expense tracker app;Virtual lab for circuits;Real-time object detection,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00912,S0142,O005,2026-01-28,Applied,16.7,Image classifier for plant disease;Virtual lab for circuits;Blockchain-based certificate verification,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00913,S0312,O052,2026-01-27,Offered,0.0,Attendance app using face recognition;Predictive maintenance for machines,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00914,S0058,O027,2026-01-16,Applied,42.9,Crop yield predictor;Recommendation system for courses,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00915,S0430,O030,2026-01-30,Rejected,14.3,Sentiment analysis for reviews;Real-time object detection,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00916,S0176,O014,2025-12-31,Interview,0.0,Sentiment analysis for reviews,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00917,S0275,O052,2026-02-03,Applied,0.0,Attendance app using face recognition;E-commerce website,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00918,S0195,O019,2026-04-06,Shortlisted,16.7,Crop yield predictor;Sentiment analysis for reviews;Energy optimization dashboard,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00919,S0015,O017,2025-12-03,Applied,14.3,Automated essay grader;Health monitoring wearable;Sentiment analysis for reviews,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00920,S0406,O039,2025-11-01,Interview,0.0,Resume parser;Energy optimization dashboard,React;R;Pandas;PyTorch,NLP;DevOps
A00921,S0264,O052,2025-12-29,Rejected,40.0,Sentiment analysis for reviews,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00922,S0168,O011,2025-10-20,Offered,0.0,News summarizer;Blockchain-based certificate verification,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00923,S0017,O011,2025-12-31,Applied,20.0,Real-time object detection;Crop yield predictor;E-commerce website,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00924,S0235,O003,2025-12-30,Applied,0.0,Automated essay grader;Energy optimization dashboard;Attendance app using face recognition,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00925,S0284,O039,2025-10-05,Applied,0.0,Predictive maintenance for machines,React;R;Pandas;PyTorch,NLP;DevOps
A00926,S0279,O012,2025-11-28,Shortlisted,0.0,Smart traffic signal system,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00927,S0130,O023,2026-01-31,Applied,14.3,News summarizer;IoT-based smart irrigation;Blockchain-based certificate verification,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00928,S0114,O001,2026-02-09,Rejected,0.0,Resume parser;News summarizer;Sentiment analysis for reviews;E-commerce website,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00929,S0294,O036,2025-11-07,Rejected,60.0,Expense tracker app;Resume parser;Health monitoring wearable;Crop yield predictor,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00930,S0412,O003,2025-12-13,Applied,0.0,E-commerce website;Automated essay grader;Predictive maintenance for machines,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00931,S0342,O053,2026-02-05,Shortlisted,16.7,Recommendation system for courses;Predictive maintenance for machines;Real-time object detection,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00932,S0317,O039,2026-03-27,Applied,0.0,Health monitoring wearable;Expense tracker app;Virtual lab for circuits;Real-time object detection,React;R;Pandas;PyTorch,NLP;DevOps
A00933,S0427,O055,2026-03-29,Accepted,25.0,Chatbot for student queries,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00934,S0284,O023,2026-01-04,Accepted,28.6,Predictive maintenance for machines,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00935,S0122,O001,2025-10-28,Rejected,20.0,Inventory management tool;Attendance app using face recognition,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00936,S0229,O051,2025-12-23,Rejected,33.3,IoT-based smart irrigation;Energy optimization dashboard,Docker;JavaScript;GCP,Business Analytics
A00937,S0025,O001,2025-11-13,Applied,40.0,Crop yield predictor;Automated essay grader,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00938,S0177,O047,2025-12-28,Interview,50.0,Smart traffic signal system,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00939,S0207,O007,2026-02-18,Rejected,20.0,Resume parser;Blockchain-based certificate verification,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00940,S0399,O039,2025-12-20,Shortlisted,50.0,Recommendation system for courses;E-commerce website,React;R;Pandas;PyTorch,NLP;DevOps
A00941,S0009,O059,2025-12-20,Applied,40.0,Inventory management tool;Energy optimization dashboard,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00942,S0050,O036,2025-11-25,Interview,0.0,Blockchain-based certificate verification;IoT-based smart irrigation,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00943,S0099,O053,2026-01-10,Rejected,0.0,IoT-based smart irrigation,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00944,S0341,O055,2025-12-04,Applied,25.0,Virtual lab for circuits;Image classifier for plant disease,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00945,S0292,O004,2026-01-26,Interview,14.3,Predictive maintenance for machines;Attendance app using face recognition;Health monitoring wearable;Crop yield predictor,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00946,S0468,O047,2025-09-24,Interview,0.0,Chatbot for student queries;Predictive maintenance for machines,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00947,S0272,O031,2025-10-31,Applied,50.0,Image classifier for plant disease;Health monitoring wearable;Chatbot for student queries;Attendance app using face recognition,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00948,S0330,O052,2025-09-28,Applied,20.0,E-commerce website,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00949,S0324,O049,2025-11-11,Applied,0.0,Real-time object detection;Image classifier for plant disease;Virtual lab for circuits,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00950,S0455,O045,2025-10-21,Applied,0.0,Automated essay grader;Sentiment analysis for reviews;Health monitoring wearable,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00951,S0139,O059,2025-12-04,Applied,0.0,Energy optimization dashboard;Chatbot for student queries;Blockchain-based certificate verification,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00952,S0497,O017,2025-10-23,Shortlisted,14.3,Energy optimization dashboard,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00953,S0481,O003,2025-12-29,Applied,25.0,Inventory management tool;Blockchain-based certificate verification;E-commerce website;Energy optimization dashboard,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
